web-scraper-order,web-scraper-start-url,container,container-href,page,page-href,nombre pièces,nombre salle bain,superficie (m2),adresse
"1752947312-1","https://sn.coinafrique.com/categorie/villas","Vente villa  5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-2157236","119","https://sn.coinafrique.com/categorie/villas?page=119","5","5","1000 m2","Saly, Sénégal"
"1752947315-2","https://sn.coinafrique.com/categorie/villas","Villa  R+1 à vendre","https://sn.coinafrique.com/annonce/villas/villa-r1-a-vendre-2157513","119","https://sn.coinafrique.com/categorie/villas?page=119","5","4","750 m2","Dakar, Sénégal"
"1752947317-3","https://sn.coinafrique.com/categorie/villas","Vente Villa 6 pièces - Virage","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-virage-2157566","119","https://sn.coinafrique.com/categorie/villas?page=119","5","5","750 m2","Sicap Liberté, Dakar, Sénégal"
"1752947320-4","https://sn.coinafrique.com/categorie/villas","Vente villas 6 pièces - Thies","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-thies-2158009","119","https://sn.coinafrique.com/categorie/villas?page=119","6","3","","Thies, Sénégal"
"1752947322-5","https://sn.coinafrique.com/categorie/villas","Vente Villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-2158614","119","https://sn.coinafrique.com/categorie/villas?page=119","150","","","Dakar, Sénégal"
"1752947325-6","https://sn.coinafrique.com/categorie/villas","Vente villa 192 m² - Liberte 6","https://sn.coinafrique.com/annonce/villas/vente-villa-192-m-liberte-6-2158848","119","https://sn.coinafrique.com/categorie/villas?page=119","192 m2","","","Sicap Liberté, Dakar, Sénégal"
"1752947327-7","https://sn.coinafrique.com/categorie/villas","Vente maison 140 m² - HLM Las Palmas","https://sn.coinafrique.com/annonce/villas/vente-maison-140-m-hlm-las-palmas-2158957","119","https://sn.coinafrique.com/categorie/villas?page=119","4","140 m2","","Guédiawaye, Dakar, Sénégal"
"1752947330-8","https://sn.coinafrique.com/categorie/villas","Vente villa R+1  - Ngor","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-ngor-2158992","119","https://sn.coinafrique.com/categorie/villas?page=119","1000","","","Ngor, Dakar, Sénégal"
"1752947332-9","https://sn.coinafrique.com/categorie/villas","Vente villa 300 m² - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-300-m-sicap-liberte-2159044","119","https://sn.coinafrique.com/categorie/villas?page=119","300","","","Sicap Liberté, Dakar, Sénégal"
"1752947335-10","https://sn.coinafrique.com/categorie/villas","Vente Villa 5 pièces - Saly Niakhniakhal","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-niakhniakhal-2159095","119","https://sn.coinafrique.com/categorie/villas?page=119","4","300 m2","","Thies, Sénégal"
"1752947337-11","https://sn.coinafrique.com/categorie/villas","Vente Villa 5 Pièces 180 m² - Keur Mbaye Fall","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-180-m-keur-mbaye-fall-2159426","119","https://sn.coinafrique.com/categorie/villas?page=119","5","4","180","Dakar, Sénégal"
"1752947339-12","https://sn.coinafrique.com/categorie/villas","Vente Villa - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-2159674","119","https://sn.coinafrique.com/categorie/villas?page=119","4","1000 m2","","Thies, Sénégal"
"1752947342-13","https://sn.coinafrique.com/categorie/villas","Location Villa 4 Pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-ouakam-2159689","119","https://sn.coinafrique.com/categorie/villas?page=119","2","1","100 m2","Ouakam, Dakar, Sénégal"
"1752947344-14","https://sn.coinafrique.com/categorie/villas","Vente Villa 12 Pièces - Pikine","https://sn.coinafrique.com/annonce/villas/vente-villa-12-pieces-pikine-2159711","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Pikine, Sénégal"
"1752947347-15","https://sn.coinafrique.com/categorie/villas","Vente Villa - Saly aérodrome","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-aerodrome-2159712","119","https://sn.coinafrique.com/categorie/villas?page=119","4","1000 m2","","Thies, Sénégal"
"1752947349-16","https://sn.coinafrique.com/categorie/villas","Location villa  7 piéces - Cite mourtada","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-cite-mourtada-2161918","119","https://sn.coinafrique.com/categorie/villas?page=119","5","5","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1752947352-17","https://sn.coinafrique.com/categorie/villas","Vente villas 7 pièces - Foire","https://sn.coinafrique.com/annonce/villas/vente-villas-7-pieces-foire-2161997","119","https://sn.coinafrique.com/categorie/villas?page=119","7","3","200","Dakar, Sénégal"
"1752947354-18","https://sn.coinafrique.com/categorie/villas","Vente villa  4 piéces - Keur massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-2162498","119","https://sn.coinafrique.com/categorie/villas?page=119","4","1","150 m2","Guediawaye, Dakar, Sénégal"
"1752947357-19","https://sn.coinafrique.com/categorie/villas","Vente villas 5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-saly-2162720","119","https://sn.coinafrique.com/categorie/villas?page=119","5","4","477","Saly, Sénégal"
"1752947359-20","https://sn.coinafrique.com/categorie/villas","Location Villa Basse 8 Pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-basse-8-pieces-point-e-2163044","119","https://sn.coinafrique.com/categorie/villas?page=119","8","4","400 m2","Point E, Dakar, Sénégal"
"1752947361-21","https://sn.coinafrique.com/categorie/villas","Vente Villa 200 m² Cité Magistrat","https://sn.coinafrique.com/annonce/villas/vente-villa-200-m-cite-magistrat-2163267","119","https://sn.coinafrique.com/categorie/villas?page=119","200 m2","","","Dakar, Sénégal"
"1752947364-22","https://sn.coinafrique.com/categorie/villas","Vente Villa 4 Pièces 150 m² - Sicap Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-150-m-sicap-mbao-2163379","119","https://sn.coinafrique.com/categorie/villas?page=119","5","3","150 m2","Dakar, Sénégal"
"1752947366-23","https://sn.coinafrique.com/categorie/villas","Vente Villa 4 Pièces - Saly bambara","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-bambara-2163445","119","https://sn.coinafrique.com/categorie/villas?page=119","5","","","Dakar, Sénégal"
"1752947369-24","https://sn.coinafrique.com/categorie/villas","Location Villa 7 Pièces Cité Mourtada","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-cite-mourtada-2164104","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Dakar, Sénégal"
"1752947371-25","https://sn.coinafrique.com/categorie/villas","Location  villa  8 piéces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-mamelles-2165406","119","https://sn.coinafrique.com/categorie/villas?page=119","9","11","1 m2","Ouakam, Dakar, Sénégal"
"1752947374-26","https://sn.coinafrique.com/categorie/villas","Vente Villa 8 Pièces Mamelles","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-mamelles-2166286","119","https://sn.coinafrique.com/categorie/villas?page=119","6","5","","Ouakam, Dakar, Sénégal"
"1752947376-27","https://sn.coinafrique.com/categorie/villas","Vente Villas 3 pièces - Liberté","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-liberte-2167122","119","https://sn.coinafrique.com/categorie/villas?page=119","3","2","140 m2","Sicap Liberté, Dakar, Sénégal"
"1752947379-28","https://sn.coinafrique.com/categorie/villas","Vente Villa R+1 5 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-5-pieces-keur-massar-2167306","119","https://sn.coinafrique.com/categorie/villas?page=119","7","4","150 m2","Guediawaye, Dakar, Sénégal"
"1752947381-29","https://sn.coinafrique.com/categorie/villas","Location Villa r+1 6 Pièces - Ouest-foire","https://sn.coinafrique.com/annonce/villas/location-villa-r1-6-pieces-ouest-foire-2168180","119","https://sn.coinafrique.com/categorie/villas?page=119","6","3","150 m2","Yoff, Dakar, Sénégal"
"1752947384-30","https://sn.coinafrique.com/categorie/villas","Location Villa 6 Pièces - Liberté 6","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-liberte-6-2168225","119","https://sn.coinafrique.com/categorie/villas?page=119","6","5","1 m2","Sicap Liberté, Dakar, Sénégal"
"1752947386-31","https://sn.coinafrique.com/categorie/villas","Location Villa r+1 5 Pièces - Sipres 2 VDN","https://sn.coinafrique.com/annonce/villas/location-villa-r1-5-pieces-sipres-2-vdn-2168255","119","https://sn.coinafrique.com/categorie/villas?page=119","4","3","","Sicap Liberté, Dakar, Sénégal"
"1752947389-32","https://sn.coinafrique.com/categorie/villas","Vente Villa - Nguerigne","https://sn.coinafrique.com/annonce/villas/vente-villa-nguerigne-2169598","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Dakar, Sénégal"
"1752947391-33","https://sn.coinafrique.com/categorie/villas","Vente villas 3 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-mbour-2170622","119","https://sn.coinafrique.com/categorie/villas?page=119","3","4","500","Mbour, Sénégal"
"1752947393-34","https://sn.coinafrique.com/categorie/villas","Vente Villa Commerciale 296 m² Castors","https://sn.coinafrique.com/annonce/villas/vente-villa-commerciale-296-m-castors-2170730","119","https://sn.coinafrique.com/categorie/villas?page=119","6","2","269 m2","Sicap-Liberté, Dakar, Sénégal"
"1752947396-35","https://sn.coinafrique.com/categorie/villas","Vente Villa 4 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-dakar-2171909","119","https://sn.coinafrique.com/categorie/villas?page=119","3","2","120","Dakar, Sénégal"
"1752947398-36","https://sn.coinafrique.com/categorie/villas","Vente maison en finition - Kounoune","https://sn.coinafrique.com/annonce/villas/vente-maison-en-finition-kounoune-2172157","119","https://sn.coinafrique.com/categorie/villas?page=119","150 m2","","","Dakar, Sénégal"
"1752947401-37","https://sn.coinafrique.com/categorie/villas","Vente Villa 6 pièces 120 m² - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-120-m-dakar-2172447","119","https://sn.coinafrique.com/categorie/villas?page=119","6","6","120","Dakar, Sénégal"
"1752947403-38","https://sn.coinafrique.com/categorie/villas","Vente Villa 4 pièces 150 m² - Cité sofco Thiaroye azur","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-150-m-cite-sofco-thiaroye-azur-2172458","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Mermoz-Sacré-Cœur, Dakar, Sénégal"
"1752947406-39","https://sn.coinafrique.com/categorie/villas","Vente Villa 5 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-dakar-2172865","119","https://sn.coinafrique.com/categorie/villas?page=119","5","2","200","Dakar, Sénégal"
"1752947408-40","https://sn.coinafrique.com/categorie/villas","Location Villa 10 pièces Hann Marinass","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-hann-marinass-2174141","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Hann Bel-Air, Dakar, Sénégal"
"1752947410-41","https://sn.coinafrique.com/categorie/villas","Location villas  4 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-ngor-2174531","119","https://sn.coinafrique.com/categorie/villas?page=119","200","","","Ngor, Dakar, Sénégal"
"1752947413-42","https://sn.coinafrique.com/categorie/villas","Location villa 10 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-dakar-2175078","119","https://sn.coinafrique.com/categorie/villas?page=119","10","5","300","Dakar, Sénégal"
"1752947415-43","https://sn.coinafrique.com/categorie/villas","Vente villas 5 pièces - Yoff","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-yoff-2175553","119","https://sn.coinafrique.com/categorie/villas?page=119","5","3","150","Yoff, Dakar, Sénégal"
"1752947418-44","https://sn.coinafrique.com/categorie/villas","Vente villas 150 m2 - Boune","https://sn.coinafrique.com/annonce/villas/vente-villas-150-m2-boune-2175558","119","https://sn.coinafrique.com/categorie/villas?page=119","150","","","Dakar, Sénégal"
"1752947420-45","https://sn.coinafrique.com/categorie/villas","Vente Villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-2175571","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Dakar, Sénégal"
"1752947423-46","https://sn.coinafrique.com/categorie/villas","Vente villas - Keur massar","https://sn.coinafrique.com/annonce/villas/vente-villas-keur-massar-2175584","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Dakar, Sénégal"
"1752947425-47","https://sn.coinafrique.com/categorie/villas","Vente villas - Keur massar","https://sn.coinafrique.com/annonce/villas/vente-villas-keur-massar-2175595","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Dakar, Sénégal"
"1752947428-48","https://sn.coinafrique.com/categorie/villas","Vente villa  5 pièces - Cité aliou sow","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-cite-aliou-sow-2175707","119","https://sn.coinafrique.com/categorie/villas?page=119","5","2","200 m2","Guédiawaye, Dakar, Sénégal"
"1752947430-49","https://sn.coinafrique.com/categorie/villas","Vente villa","https://sn.coinafrique.com/annonce/villas/vente-villa-2175923","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Les Parcelles Assainies, Dakar, Sénégal"
"1752947432-50","https://sn.coinafrique.com/categorie/villas","Immeuble a vendre aux Mamelles","https://sn.coinafrique.com/annonce/villas/immeuble-a-vendre-aux-mamelles-2176327","119","https://sn.coinafrique.com/categorie/villas?page=119","8","8","150 m2","Ouakam, Dakar, Sénégal"
"1752947435-51","https://sn.coinafrique.com/categorie/villas","Villa a vendre","https://sn.coinafrique.com/annonce/villas/villa-a-vendre-2176506","119","https://sn.coinafrique.com/categorie/villas?page=119","26","5","","Mermoz-Sacré-Cœur, Dakar, Sénégal"
"1752947438-52","https://sn.coinafrique.com/categorie/villas","Vente villa 200m ² - Cité Magistrat","https://sn.coinafrique.com/annonce/villas/vente-villa-200m-cite-magistrat-2176773","119","https://sn.coinafrique.com/categorie/villas?page=119","200 m2","","","Dakar, Sénégal"
"1752947440-53","https://sn.coinafrique.com/categorie/villas","Vente Villa 10 pièces - Point E","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-point-e-2176879","119","https://sn.coinafrique.com/categorie/villas?page=119","10","7","550","Point E, Dakar, Sénégal"
"1752947442-54","https://sn.coinafrique.com/categorie/villas","Vente villa R+1 - Keur Gorgui","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-keur-gorgui-2176930","119","https://sn.coinafrique.com/categorie/villas?page=119","6","6","300 m2","Dakar, Sénégal"
"1752947445-55","https://sn.coinafrique.com/categorie/villas","Vente villa 600 m² - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-600-m-almadies-2176986","119","https://sn.coinafrique.com/categorie/villas?page=119","600 m2","","","Dakar, Sénégal"
"1752947447-56","https://sn.coinafrique.com/categorie/villas","Vente villa R+2 - Sacré Coeur","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-sacre-coeur-2177093","119","https://sn.coinafrique.com/categorie/villas?page=119","15","200 m2","","Dakar, Sénégal"
"1752947450-57","https://sn.coinafrique.com/categorie/villas","Location Villa 9 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-point-e-2177306","119","https://sn.coinafrique.com/categorie/villas?page=119","9","5","550","Point E, Dakar, Sénégal"
"1752947452-58","https://sn.coinafrique.com/categorie/villas","Vente villa - Liberté 6","https://sn.coinafrique.com/annonce/villas/vente-villa-liberte-6-2177320","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Dakar, Sénégal"
"1752947455-59","https://sn.coinafrique.com/categorie/villas","Vente villa R+1 - Keur Ndiaye","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-keur-ndiaye-2177336","119","https://sn.coinafrique.com/categorie/villas?page=119","225 m2","","","Dakar, Sénégal"
"1752947457-60","https://sn.coinafrique.com/categorie/villas","Vente villa R+1","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-2177436","119","https://sn.coinafrique.com/categorie/villas?page=119","150 m2","","","Dakar, Sénégal"
"1752947460-61","https://sn.coinafrique.com/categorie/villas","Vente villa - Gamparou","https://sn.coinafrique.com/annonce/villas/vente-villa-gamparou-2177848","119","https://sn.coinafrique.com/categorie/villas?page=119","1911 m2","","","Dakar, Sénégal"
"1752947462-62","https://sn.coinafrique.com/categorie/villas","Vente Villa 5 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-mbour-2177868","119","https://sn.coinafrique.com/categorie/villas?page=119","5","4","300 m2","Mbour, Sénégal"
"1752947465-63","https://sn.coinafrique.com/categorie/villas","Location Villas 7 pièces - Mermoz sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-mermoz-sacre-coeur-2178241","119","https://sn.coinafrique.com/categorie/villas?page=119","7","5","1000","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1752947467-64","https://sn.coinafrique.com/categorie/villas","Vente Villa R+2 Almady 2","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-almady-2-2178450","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Dakar Plateau, Dakar, Sénégal"
"1752947469-65","https://sn.coinafrique.com/categorie/villas","Vente Villa 5 pièces - Keur Massar Unité 4","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-keur-massar-unite-4-2178454","119","https://sn.coinafrique.com/categorie/villas?page=119","4","2","150 m2","Dakar Plateau, Dakar, Sénégal"
"1752947472-66","https://sn.coinafrique.com/categorie/villas","Vente Villa -  Les Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-les-almadies-2178743","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Biscuiterie, Dakar, Sénégal"
"1752947474-67","https://sn.coinafrique.com/categorie/villas","Vente Maison 150 m² Sedima","https://sn.coinafrique.com/annonce/villas/vente-maison-150-m-sedima-2178820","119","https://sn.coinafrique.com/categorie/villas?page=119","150 m2","","","Biscuiterie, Dakar, Sénégal"
"1752947477-68","https://sn.coinafrique.com/categorie/villas","Villa aux almadies","https://sn.coinafrique.com/annonce/villas/villa-aux-almadies-2180209","119","https://sn.coinafrique.com/categorie/villas?page=119","12","15","600 m2","Ngor, Dakar, Sénégal"
"1752947479-69","https://sn.coinafrique.com/categorie/villas","Vente villas 7 pièces - Point E","https://sn.coinafrique.com/annonce/villas/vente-villas-7-pieces-point-e-2180733","119","https://sn.coinafrique.com/categorie/villas?page=119","7","6","900","Point E, Dakar, Sénégal"
"1752947482-70","https://sn.coinafrique.com/categorie/villas","Location villa 8 piéces - Mariste","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-mariste-2181154","119","https://sn.coinafrique.com/categorie/villas?page=119","8","4","","Dakar, Sénégal"
"1752947484-71","https://sn.coinafrique.com/categorie/villas","Vente villas - Guediawaye","https://sn.coinafrique.com/annonce/villas/vente-villas-guediawaye-2181326","119","https://sn.coinafrique.com/categorie/villas?page=119","","","","Guediawaye, Dakar, Sénégal"
"1752947487-72","https://sn.coinafrique.com/categorie/villas","Location villa 2 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/location-villa-2-pieces-rufisque-2181924","119","https://sn.coinafrique.com/categorie/villas?page=119","2","2","150","Rufisque, Sénégal"
"1752947489-73","https://sn.coinafrique.com/categorie/villas","Vente villas 3 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-rufisque-2183164","119","https://sn.coinafrique.com/categorie/villas?page=119","3","150","","Rufisque, Sénégal"
"1752947492-74","https://sn.coinafrique.com/categorie/villas","Villa 12 pièces","https://sn.coinafrique.com/annonce/villas/villa-12-pieces-2183709","119","https://sn.coinafrique.com/categorie/villas?page=119","12","8","1800 m2","Thies, Sénégal"
"1752947494-75","https://sn.coinafrique.com/categorie/villas","Location Villa 4 pièces Sipres de la VDN","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-sipres-de-la-vdn-2183951","119","https://sn.coinafrique.com/categorie/villas?page=119","4","2","300 m2","Sicap Liberté, Dakar, Sénégal"
"1752947497-76","https://sn.coinafrique.com/categorie/villas","Vente villa 10 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-ngaparou-2183968","119","https://sn.coinafrique.com/categorie/villas?page=119","8","8","1500 m2","Saly, Sénégal"
"1752947499-77","https://sn.coinafrique.com/categorie/villas","Vente villa 6 pièces - Hann Bel-Air","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-hann-bel-air-2184237","119","https://sn.coinafrique.com/categorie/villas?page=119","6","5","2240","Hann Bel-Air, Dakar, Sénégal"
"1752947501-78","https://sn.coinafrique.com/categorie/villas","Vente villa - Point E","https://sn.coinafrique.com/annonce/villas/vente-villa-point-e-2185709","119","https://sn.coinafrique.com/categorie/villas?page=119","7","6","750 m2","Point E, Dakar, Sénégal"
"1752947504-79","https://sn.coinafrique.com/categorie/villas","Vente villa virage","https://sn.coinafrique.com/annonce/villas/vente-villa-virage-2185725","119","https://sn.coinafrique.com/categorie/villas?page=119","6","5","750 m2","Point E, Dakar, Sénégal"
"1752947506-80","https://sn.coinafrique.com/categorie/villas","Vente villa - Cité douane golf","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-douane-golf-2185738","119","https://sn.coinafrique.com/categorie/villas?page=119","1","1","150 m2","Guediawaye, Dakar, Sénégal"
"1752947509-81","https://sn.coinafrique.com/categorie/villas","Location villa cité murtada2","https://sn.coinafrique.com/annonce/villas/location-villa-cite-murtada2-2185757","119","https://sn.coinafrique.com/categorie/villas?page=119","5","4","1 m2","Yoff, Dakar, Sénégal"
"1752947511-82","https://sn.coinafrique.com/categorie/villas","Vente villa - Hangars pèlerin","https://sn.coinafrique.com/annonce/villas/vente-villa-hangars-pelerin-2185795","119","https://sn.coinafrique.com/categorie/villas?page=119","6","5","182 m2","Yoff, Dakar, Sénégal"
"1752947514-83","https://sn.coinafrique.com/categorie/villas","Vente villa 8 pièces - Keur massar","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-keur-massar-2185967","119","https://sn.coinafrique.com/categorie/villas?page=119","8","2","152","Keur Massar, Sénégal"
"1752947516-84","https://sn.coinafrique.com/categorie/villas","Vente villa 5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-2186144","119","https://sn.coinafrique.com/categorie/villas?page=119","5","3","450","Saly, Sénégal"
"1752947519-85","https://sn.coinafrique.com/categorie/villas","Vente villas 5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-saly-2186275","118","https://sn.coinafrique.com/categorie/villas?page=118","5","3","500","Saly, Sénégal"
"1752947521-86","https://sn.coinafrique.com/categorie/villas","Location villa  6 pièces - Liberté 6","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-liberte-6-2186364","118","https://sn.coinafrique.com/categorie/villas?page=118","5","2","1 m2","Sicap Liberté, Dakar, Sénégal"
"1752947524-87","https://sn.coinafrique.com/categorie/villas","Vente Villa - Mamelles","https://sn.coinafrique.com/annonce/villas/vente-villa-mamelles-2187898","118","https://sn.coinafrique.com/categorie/villas?page=118","","","","Dakar, Sénégal"
"1752947526-88","https://sn.coinafrique.com/categorie/villas","Location villa R+1 - Ouakam","https://sn.coinafrique.com/annonce/villas/location-villa-r1-ouakam-2188015","118","https://sn.coinafrique.com/categorie/villas?page=118","5","3","225 m2","Ouakam, Dakar, Sénégal"
"1752947528-89","https://sn.coinafrique.com/categorie/villas","Location villa 7 pièces - Almadie","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadie-2188956","118","https://sn.coinafrique.com/categorie/villas?page=118","7","5","","Dakar, Sénégal"
"1752947531-90","https://sn.coinafrique.com/categorie/villas","Vente villa R+1 - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-keur-massar-2189162","118","https://sn.coinafrique.com/categorie/villas?page=118","6","3","150 m2","Pikine, Sénégal"
"1752947533-91","https://sn.coinafrique.com/categorie/villas","Vente villa R+2 - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-almadies-2190047","118","https://sn.coinafrique.com/categorie/villas?page=118","5","5","250 m2","Ngor, Dakar, Sénégal"
"1752947536-92","https://sn.coinafrique.com/categorie/villas","Vente Villa 4 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-2190551","118","https://sn.coinafrique.com/categorie/villas?page=118","4","1","175","Keur Massar, Sénégal"
"1752947538-93","https://sn.coinafrique.com/categorie/villas","Vente Villa 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-2190564","118","https://sn.coinafrique.com/categorie/villas?page=118","4","2","360","Saly, Sénégal"
"1752947541-94","https://sn.coinafrique.com/categorie/villas","Vente villa - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-almadies-2191881","118","https://sn.coinafrique.com/categorie/villas?page=118","5","5","","Ngor, Dakar, Sénégal"
"1752947543-95","https://sn.coinafrique.com/categorie/villas","Vente villa 3 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-ngaparou-2191897","118","https://sn.coinafrique.com/categorie/villas?page=118","5","5","250 m2","Mbour, Sénégal"
"1752947546-96","https://sn.coinafrique.com/categorie/villas","Vente villa 4 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-ngaparou-2191928","118","https://sn.coinafrique.com/categorie/villas?page=118","5","300 m2","","Saly, Sénégal"
"1752947548-97","https://sn.coinafrique.com/categorie/villas","Vente Villa inachevée 5 pièces - Yenne","https://sn.coinafrique.com/annonce/villas/vente-villa-inachevee-5-pieces-yenne-2192009","118","https://sn.coinafrique.com/categorie/villas?page=118","5","3","300 m2","Dakar, Sénégal"
"1752947550-98","https://sn.coinafrique.com/categorie/villas","Vente villa  R+2 - Cité Fadia","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-cite-fadia-2193057","118","https://sn.coinafrique.com/categorie/villas?page=118","","","","Guédiawaye, Dakar, Sénégal"
"1752947553-99","https://sn.coinafrique.com/categorie/villas","Location villas 6 pièces - Mermoz-sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-mermoz-sacre-coeur-2193477","118","https://sn.coinafrique.com/categorie/villas?page=118","6","6","1000","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1752947555-100","https://sn.coinafrique.com/categorie/villas","Vente villa   - bambilor","https://sn.coinafrique.com/annonce/villas/vente-villa-bambilor-2194060","118","https://sn.coinafrique.com/categorie/villas?page=118","4","2","150 m2","Rufisque, Sénégal"
"1752947558-101","https://sn.coinafrique.com/categorie/villas","Vente villas - ouest foire","https://sn.coinafrique.com/annonce/villas/vente-villas-ouest-foire-2194440","118","https://sn.coinafrique.com/categorie/villas?page=118","","","","Dakar, Sénégal"
"1752947560-102","https://sn.coinafrique.com/categorie/villas","Vente villas - almadies 2","https://sn.coinafrique.com/annonce/villas/vente-villas-almadies-2-2194460","118","https://sn.coinafrique.com/categorie/villas?page=118","","","","Dakar, Sénégal"
"1752947563-103","https://sn.coinafrique.com/categorie/villas","Vente Villa - Golf Sud","https://sn.coinafrique.com/annonce/villas/vente-villa-golf-sud-2195083","118","https://sn.coinafrique.com/categorie/villas?page=118","","","","Dakar, Sénégal"
"1752947565-104","https://sn.coinafrique.com/categorie/villas","Location villas 10 pièces - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/villas/location-villas-10-pieces-mermoz-sacre-coeur-2195503","118","https://sn.coinafrique.com/categorie/villas?page=118","10","8","500","Mermoz-Sacré Coeur, Dakar, Sénégal"
