web-scraper-order,web-scraper-start-url,container,container-href,page,page-href,superficie (m2),prix,adresse,image lien-src
"1752987460-3991","https://sn.coinafrique.com/categorie/terrains","Terrains 100 ha  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrains-100-ha-diamniadio-3759343","72","https://sn.coinafrique.com/categorie/terrains?page=72","100000","35 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3759343_uploaded_image1_1656259368.jpg"
"1752987463-3992","https://sn.coinafrique.com/categorie/terrains","Terrains 300m²  - Toubab Dialaw","https://sn.coinafrique.com/annonce/terrains/terrains-300m-toubab-dialaw-3759546","72","https://sn.coinafrique.com/categorie/terrains?page=72","300","7 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3759546_uploaded_image1_1656271344.jpg"
"1752987465-3993","https://sn.coinafrique.com/categorie/terrains","Terrains 500 m2 - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-500-m2-touba-3759832","72","https://sn.coinafrique.com/categorie/terrains?page=72","500","6 000 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3759832_uploaded_image1_1656289079.jpg"
"1752987468-3994","https://sn.coinafrique.com/categorie/terrains","Terrains 150 m2 - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-3759878","72","https://sn.coinafrique.com/categorie/terrains?page=72","150","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5424234_uploaded_image1_1752583008.jpg"
"1752987471-3995","https://sn.coinafrique.com/categorie/terrains","Terrains 165 m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-165-m-rufisque-3760321","72","https://sn.coinafrique.com/categorie/terrains?page=72","165","14 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4702276_uploaded_image1_1713625452.jpg"
"1752987474-3996","https://sn.coinafrique.com/categorie/terrains","Terrain 163 m² - Cité Mourtalla 2","https://sn.coinafrique.com/annonce/terrains/terrain-163-m-cite-mourtalla-2-3760509","72","https://sn.coinafrique.com/categorie/terrains?page=72","163 m2","75 000 000 CFA","Dakar, Sénégal",""
"1752987476-3997","https://sn.coinafrique.com/categorie/terrains","Terrain 200 m² - Dakar Petit Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-dakar-petit-mbao-3718991","72","https://sn.coinafrique.com/categorie/terrains?page=72","200","25 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3718991_uploaded_image1_1654003910.jpg"
"1752987479-3998","https://sn.coinafrique.com/categorie/terrains","Terrains - Niaga Niakhirate","https://sn.coinafrique.com/annonce/terrains/terrains-niaga-niakhirate-3719003","72","https://sn.coinafrique.com/categorie/terrains?page=72","","9 000 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_3719003_uploaded_image1_1654004382.jpg"
"1752987481-3999","https://sn.coinafrique.com/categorie/terrains","Terrains 200 m²","https://sn.coinafrique.com/annonce/terrains/terrains-200-m-3760673","72","https://sn.coinafrique.com/categorie/terrains?page=72","","100 000 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4655831_uploaded_image1_1711196339.jpg"
"1752987484-4000","https://sn.coinafrique.com/categorie/terrains","Terrrain - Goudomp","https://sn.coinafrique.com/annonce/terrains/terrrain-goudomp-3761649","72","https://sn.coinafrique.com/categorie/terrains?page=72","900 m2","17 000 000 CFA","Goudomp, Sénégal","https://images.coinafrique.com/thumb_3761649_uploaded_image1_1656411032.jpg"
"1752987487-4001","https://sn.coinafrique.com/categorie/terrains","Terrains 150 m2 - Guédiawaye","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-guediawaye-3762294","72","https://sn.coinafrique.com/categorie/terrains?page=72","150","20 000 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5351115_uploaded_image1_1748533453.jpg"
"1752987489-4002","https://sn.coinafrique.com/categorie/terrains","Terrains 150 m2 - Malicounda","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-malicounda-3762331","72","https://sn.coinafrique.com/categorie/terrains?page=72","150 m2","950 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3762331_uploaded_image1_1656439008.jpg"
"1752987492-4003","https://sn.coinafrique.com/categorie/terrains","Cherche terrain 300m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/cherche-terrain-300m-almadies-2-3762580","72","https://sn.coinafrique.com/categorie/terrains?page=72","300","40 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3762580_uploaded_image1_1656451293.jpg"
"1752987495-4004","https://sn.coinafrique.com/categorie/terrains","8 Parcelles - Kounoune","https://sn.coinafrique.com/annonce/terrains/8-parcelles-kounoune-3763161","72","https://sn.coinafrique.com/categorie/terrains?page=72","150 m2","12 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3763161_uploaded_image2_1656501648.jpeg"
"1752987497-4005","https://sn.coinafrique.com/categorie/terrains","Terrain - Malicounda","https://sn.coinafrique.com/annonce/terrains/terrain-malicounda-3763183","72","https://sn.coinafrique.com/categorie/terrains?page=72","300 m2","1 500 000 CFA","Malikounda, Sénégal","https://images.coinafrique.com/thumb_5386599_uploaded_image1_1750598920.jpg"
"1752987500-4006","https://sn.coinafrique.com/categorie/terrains","Terrain bail - Noflaye","https://sn.coinafrique.com/annonce/terrains/terrain-bail-noflaye-3763317","72","https://sn.coinafrique.com/categorie/terrains?page=72","150 m2","3 500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3763317_uploaded_image1_1656506979.jpg"
"1752987502-4007","https://sn.coinafrique.com/categorie/terrains","Terrains 178m²  - Hangar pèlerinage","https://sn.coinafrique.com/annonce/terrains/terrains-178m-hangar-pelerinage-3723434","72","https://sn.coinafrique.com/categorie/terrains?page=72","178","65 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3723434_uploaded_image1_1654184343.jpg"
"1752987505-4008","https://sn.coinafrique.com/categorie/terrains","Terrains 1204m²   - Recasement 1","https://sn.coinafrique.com/annonce/terrains/terrains-1204m-recasement-1-3723425","72","https://sn.coinafrique.com/categorie/terrains?page=72","1204","95 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3723425_uploaded_image1_1654184123.jpg"
"1752987508-4009","https://sn.coinafrique.com/categorie/terrains","Terrains  - cité Doudou basse Niakhirate","https://sn.coinafrique.com/annonce/terrains/terrains-cite-doudou-basse-niakhirate-3723439","72","https://sn.coinafrique.com/categorie/terrains?page=72","","16 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3766337_uploaded_image1_1656676211.jpg"
"1752987510-4010","https://sn.coinafrique.com/categorie/terrains","Terrains 164m²  - Sicap Liberté","https://sn.coinafrique.com/annonce/terrains/terrains-164m-sicap-liberte-3723450","72","https://sn.coinafrique.com/categorie/terrains?page=72","164","65 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3723450_uploaded_image1_1654184784.jpg"
"1752987513-4011","https://sn.coinafrique.com/categorie/terrains","Terrains 225 m² - Toubab Dialaw","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-toubab-dialaw-3764356","72","https://sn.coinafrique.com/categorie/terrains?page=72","225 m2","4 500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3764356_uploaded_image1_1656582759.jpg"
"1752987515-4012","https://sn.coinafrique.com/categorie/terrains","Terrains 20000  m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-20000-m-rufisque-3764869","72","https://sn.coinafrique.com/categorie/terrains?page=72","20000","125 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3764869_uploaded_image1_1656602735.jpg"
"1752987518-4013","https://sn.coinafrique.com/categorie/terrains","Terrains TF 150 m² - Sangalkam","https://sn.coinafrique.com/annonce/terrains/terrains-tf-150-m-sangalkam-3725503","72","https://sn.coinafrique.com/categorie/terrains?page=72","150","9 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4809894_uploaded_image1_1719320546.jpg"
"1752987521-4014","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m² - Tivaouane Peulh","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-tivaouane-peulh-3765584","72","https://sn.coinafrique.com/categorie/terrains?page=72","150 m2","10 000 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3764343_uploaded_image1_1656582297.jpg"
"1752987523-4015","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 304 m² - Yoff","https://sn.coinafrique.com/annonce/terrains/vente-terrain-304-m-yoff-3725987","72","https://sn.coinafrique.com/categorie/terrains?page=72","304","219 000 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3725987_uploaded_image1_1654303309.jpg"
"1752987526-4016","https://sn.coinafrique.com/categorie/terrains","Terrains 300 m² - Mboro","https://sn.coinafrique.com/annonce/terrains/terrains-300-m-mboro-3765639","72","https://sn.coinafrique.com/categorie/terrains?page=72","300","3 000 000 CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_4715978_uploaded_image1_1714384324.59.jpeg"
"1752987528-4017","https://sn.coinafrique.com/categorie/terrains","Parcelles - Toubab Dialaw","https://sn.coinafrique.com/annonce/terrains/parcelles-toubab-dialaw-3766012","72","https://sn.coinafrique.com/categorie/terrains?page=72","","7 000 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4820138_uploaded_image1_1719855796.jpg"
"1752987531-4018","https://sn.coinafrique.com/categorie/terrains","Terrains 150 m2 - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-3766350","72","https://sn.coinafrique.com/categorie/terrains?page=72","150","9 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5424234_uploaded_image1_1752583008.jpg"
"1752987534-4019","https://sn.coinafrique.com/categorie/terrains","Terrain 500 m2 - Saly","https://sn.coinafrique.com/annonce/terrains/terrain-500-m2-saly-3766438","72","https://sn.coinafrique.com/categorie/terrains?page=72","500","8 000 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_5294357_uploaded_image1_1745411699.05.jpeg"
"1752987537-4020","https://sn.coinafrique.com/categorie/terrains","Terrains 200 m2 - Yoff","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-yoff-3766449","72","https://sn.coinafrique.com/categorie/terrains?page=72","200","65 000 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4501252_uploaded_image1_1702658318.jpg"
"1752987539-4021","https://sn.coinafrique.com/categorie/terrains","Terrain 150m2 - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrain-150m2-lac-rose-3766636","72","https://sn.coinafrique.com/categorie/terrains?page=72","","2 500 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_5294850_uploaded_image1_1745426418.jpg"
"1752987542-4022","https://sn.coinafrique.com/categorie/terrains","Terrains 200 m² - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-200-m-dakar-3766708","72","https://sn.coinafrique.com/categorie/terrains?page=72","200","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5350488_uploaded_image1_1748499893.jpg"
"1752987545-4023","https://sn.coinafrique.com/categorie/terrains","Terrain 314m² - Cité Keur Gorgui","https://sn.coinafrique.com/annonce/terrains/terrain-314m-cite-keur-gorgui-3724329","72","https://sn.coinafrique.com/categorie/terrains?page=72","314 m2","315 000 000 CFA","Dakar, Sénégal",""
"1752987547-4024","https://sn.coinafrique.com/categorie/terrains","Terrain 843m² - Onomo Hangar","https://sn.coinafrique.com/annonce/terrains/terrain-843m-onomo-hangar-3724335","72","https://sn.coinafrique.com/categorie/terrains?page=72","843 m2","300 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3724335_uploaded_image1_1654214098.jpg"
"1752987550-4025","https://sn.coinafrique.com/categorie/terrains","Terrains 492 m²  - Saly","https://sn.coinafrique.com/annonce/terrains/terrains-492-m-saly-3767022","72","https://sn.coinafrique.com/categorie/terrains?page=72","492","32 000 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_3767022_uploaded_image1_1656694048.jpg"
"1752987553-4026","https://sn.coinafrique.com/categorie/terrains","Terrains 200 m2 - Sebikhotane","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-sebikhotane-3767282","72","https://sn.coinafrique.com/categorie/terrains?page=72","200","1 600 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3767282_uploaded_image1_1656703953.jpg"
"1752987555-4027","https://sn.coinafrique.com/categorie/terrains","Terrain 200 m2 - Tivaoune peulh","https://sn.coinafrique.com/annonce/terrains/terrain-200-m2-tivaoune-peulh-3767807","72","https://sn.coinafrique.com/categorie/terrains?page=72","200 m2","25 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3767810_uploaded_image1_1656744993.jpg"
"1752987558-4028","https://sn.coinafrique.com/categorie/terrains","Terrain 200 m2 - Tivaoune peulh","https://sn.coinafrique.com/annonce/terrains/terrain-200-m2-tivaoune-peulh-3767810","72","https://sn.coinafrique.com/categorie/terrains?page=72","200 m2","25 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3767810_uploaded_image1_1656744993.jpg"
"1752987560-4029","https://sn.coinafrique.com/categorie/terrains","Terrains 365 m2 - Sipres grand mbao","https://sn.coinafrique.com/annonce/terrains/terrains-365-m2-sipres-grand-mbao-3767927","72","https://sn.coinafrique.com/categorie/terrains?page=72","365","45 000 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3767927_uploaded_image1_1656751019.jpg"
"1752987563-4030","https://sn.coinafrique.com/categorie/terrains","Terrain - Sangalkam","https://sn.coinafrique.com/annonce/terrains/terrain-sangalkam-3768068","72","https://sn.coinafrique.com/categorie/terrains?page=72","150 m2","8 000 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3768068_uploaded_image1_1656756840.jpg"
"1752987566-4031","https://sn.coinafrique.com/categorie/terrains","Terrains 1126 m2 - Maristes","https://sn.coinafrique.com/annonce/terrains/terrains-1126-m2-maristes-3768336","72","https://sn.coinafrique.com/categorie/terrains?page=72","1126","700 000 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4297506_uploaded_image1_1689592998.jpg"
"1752987568-4032","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²   - Niakhirate peulh","https://sn.coinafrique.com/annonce/terrains/terrains-150m-niakhirate-peulh-3724827","72","https://sn.coinafrique.com/categorie/terrains?page=72","150","3 300 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3724827_uploaded_image1_1654253251.jpg"
"1752987579-4033","https://sn.coinafrique.com/categorie/terrains","Terrain 225 m2 - Diass","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-diass-3769584","71","https://sn.coinafrique.com/categorie/terrains?page=71","","750 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3769584_uploaded_image1_1656845660.jpg"
"1752987582-4034","https://sn.coinafrique.com/categorie/terrains","Terrains 200 m² - Cité Magistrat Guédiawaye","https://sn.coinafrique.com/annonce/terrains/terrains-200-m-cite-magistrat-guediawaye-3726574","71","https://sn.coinafrique.com/categorie/terrains?page=71","200 m2","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3548537_uploaded_image1_1643729405.jpg"
"1752987585-4035","https://sn.coinafrique.com/categorie/terrains","Terrain 150m² - Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-150m-ndiakhirate-3770294","71","https://sn.coinafrique.com/categorie/terrains?page=71","150 m2","18 500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5414822_uploaded_image1_1752067697.jpg"
"1752987588-4036","https://sn.coinafrique.com/categorie/terrains","Terrains 300m²  - Malikounda","https://sn.coinafrique.com/annonce/terrains/terrains-300m-malikounda-3770394","71","https://sn.coinafrique.com/categorie/terrains?page=71","300","4 800 000 CFA","Malikounda, Sénégal","https://images.coinafrique.com/thumb_5386599_uploaded_image1_1750598920.jpg"
"1752987590-4037","https://sn.coinafrique.com/categorie/terrains","Terrains 200 m2 - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-mamelles-3770606","71","https://sn.coinafrique.com/categorie/terrains?page=71","","600 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5312923_uploaded_image1_1746456606.jpg"
"1752987593-4038","https://sn.coinafrique.com/categorie/terrains","Terrain 367 m² - Saly","https://sn.coinafrique.com/annonce/terrains/terrain-367-m-saly-3730574","71","https://sn.coinafrique.com/categorie/terrains?page=71","","35 000 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3730574_uploaded_image1_1654599643.jpg"
"1752987595-4039","https://sn.coinafrique.com/categorie/terrains","Terrain 7000 m² - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-7000-m-diamniadio-3730598","71","https://sn.coinafrique.com/categorie/terrains?page=71","7000","200 000 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3730598_uploaded_image1_1654600282.jpg"
"1752987598-4040","https://sn.coinafrique.com/categorie/terrains","Terrains 180  m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-180-m-mbao-3731107","71","https://sn.coinafrique.com/categorie/terrains?page=71","180","150 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4543972_uploaded_image1_1705182830.jpg"
"1752987601-4041","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m2 - Kounoune - cité Hawo Dia","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-kounoune-cite-hawo-dia-3771900","71","https://sn.coinafrique.com/categorie/terrains?page=71","150 m2","11 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3771900_uploaded_image1_1656958745.jpg"
"1752987603-4042","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m2 - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-lac-rose-3772106","71","https://sn.coinafrique.com/categorie/terrains?page=71","","5 000 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_5329670_uploaded_image2_1747322561.jpeg"
"1752987606-4043","https://sn.coinafrique.com/categorie/terrains","Terrain 800m² - Pikine","https://sn.coinafrique.com/annonce/terrains/terrain-800m-pikine-3772224","71","https://sn.coinafrique.com/categorie/terrains?page=71","800 m2","120 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3772224_uploaded_image1_1656976360.jpg"
"1752987609-4044","https://sn.coinafrique.com/categorie/terrains","Terrains 300m²  - Tambacounda","https://sn.coinafrique.com/annonce/terrains/terrains-300m-tambacounda-3772259","71","https://sn.coinafrique.com/categorie/terrains?page=71","300","1 500 000 CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_4208843_uploaded_image1_1683639031.jpg"
"1752987611-4045","https://sn.coinafrique.com/categorie/terrains","Terrains 779 m² - Malikounda","https://sn.coinafrique.com/annonce/terrains/terrains-779-m-malikounda-3772757","71","https://sn.coinafrique.com/categorie/terrains?page=71","779","10 000 000 CFA","Malikounda, Sénégal","https://images.coinafrique.com/thumb_3772757_uploaded_image1_1657018660.jpg"
"1752987614-4046","https://sn.coinafrique.com/categorie/terrains","Terrain 2250 m2 - Gandigal","https://sn.coinafrique.com/annonce/terrains/terrain-2250-m2-gandigal-3772800","71","https://sn.coinafrique.com/categorie/terrains?page=71","2250","30 000 000 CFA","Malikounda, Sénégal","https://images.coinafrique.com/thumb_3772800_uploaded_image1_1657019959.jpg"
"1752987617-4047","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m2 - Keur Ma Samba  Gueye Thiés","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-ma-samba-gueye-thies-3773198","71","https://sn.coinafrique.com/categorie/terrains?page=71","150 m2","6 500 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3773198_uploaded_image1_1657030028.jpg"
"1752987620-4048","https://sn.coinafrique.com/categorie/terrains","Terrain 200  m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-almadies-3732827","71","https://sn.coinafrique.com/categorie/terrains?page=71","204 m2","120 000 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4292293_uploaded_image1_1689207034.jpg"
"1752987622-4049","https://sn.coinafrique.com/categorie/terrains","Terrain - Bambilor - Sébikotane","https://sn.coinafrique.com/annonce/terrains/terrain-bambilor-sebikotane-3773333","71","https://sn.coinafrique.com/categorie/terrains?page=71","150 m2","2 500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3773333_uploaded_image1_1657034460.jpg"
"1752987626-4050","https://sn.coinafrique.com/categorie/terrains","Terrain 2180 m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-2180-m2-almadies-3775389","71","https://sn.coinafrique.com/categorie/terrains?page=71","150 m2","30 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3775389_uploaded_image1_1657139033.jpg"
"1752987629-4051","https://sn.coinafrique.com/categorie/terrains","Terrain 225m² - Diass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-diass-3775433","71","https://sn.coinafrique.com/categorie/terrains?page=71","225 m2","4 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3792837_uploaded_image1_1658351793.jpg"
"1752987631-4052","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Yenne","https://sn.coinafrique.com/annonce/terrains/terrains-150m-yenne-3775598","71","https://sn.coinafrique.com/categorie/terrains?page=71","150","6 500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5204161_uploaded_image2_1740577062.jpeg"
"1752987634-4053","https://sn.coinafrique.com/categorie/terrains","Terrain 1 ha - Saly Josef","https://sn.coinafrique.com/annonce/terrains/terrain-1-ha-saly-josef-3775692","71","https://sn.coinafrique.com/categorie/terrains?page=71","14213 m2","39 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_3775692_uploaded_image1_1657158872.jpg"
"1752987637-4054","https://sn.coinafrique.com/categorie/terrains","Terrains 314m²   - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-314m-dakar-3736064","71","https://sn.coinafrique.com/categorie/terrains?page=71","314","315 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3736064_uploaded_image1_1654867959.jpg"
"1752987639-4055","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-rufisque-3776517","71","https://sn.coinafrique.com/categorie/terrains?page=71","150 m2","16 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5424234_uploaded_image1_1752583008.jpg"
"1752987642-4056","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m² -  Keur Mbaye Fall","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-keur-mbaye-fall-3776528","71","https://sn.coinafrique.com/categorie/terrains?page=71","150 m2","15 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3776528_uploaded_image1_1657202964.jpg"
"1752987645-4057","https://sn.coinafrique.com/categorie/terrains","Terrain 277m²  - Mariste","https://sn.coinafrique.com/annonce/terrains/terrain-277m-mariste-3736092","71","https://sn.coinafrique.com/categorie/terrains?page=71","277","115 000 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3736092_uploaded_image1_1654868579.jpg"
"1752987648-4058","https://sn.coinafrique.com/categorie/terrains","Vente terrains 200  - Almadies","https://sn.coinafrique.com/annonce/terrains/vente-terrains-200-almadies-3736279","71","https://sn.coinafrique.com/categorie/terrains?page=71","200","125 000 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5410912_uploaded_image1_1751886704.jpg"
"1752987651-4059","https://sn.coinafrique.com/categorie/terrains","Terrains 583m²   - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-583m-almadies-3736275","71","https://sn.coinafrique.com/categorie/terrains?page=71","583","320 000 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3736275_uploaded_image1_1654875236.jpg"
"1752987653-4060","https://sn.coinafrique.com/categorie/terrains","Terrain commercial 250 m² - Yoff","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-250-m-yoff-3736709","71","https://sn.coinafrique.com/categorie/terrains?page=71","250 m2","160 000 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3736709_uploaded_image1_1654894429.jpg"
"1752987656-4061","https://sn.coinafrique.com/categorie/terrains","Terrain angle bail 191 m² - Yoff","https://sn.coinafrique.com/annonce/terrains/terrain-angle-bail-191-m-yoff-3736731","71","https://sn.coinafrique.com/categorie/terrains?page=71","191 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3736731_uploaded_image1_1654895149.jpg"
"1752987658-4062","https://sn.coinafrique.com/categorie/terrains","Terrains 802m²  - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/terrains/terrains-802m-mermoz-sacre-coeur-3778370","71","https://sn.coinafrique.com/categorie/terrains?page=71","802","965 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3778370_uploaded_image1_1657316050.jpg"
"1752987661-4063","https://sn.coinafrique.com/categorie/terrains","Terrain 6980m² - HLM / Castor","https://sn.coinafrique.com/annonce/terrains/terrain-6980m-hlm-castor-3779073","71","https://sn.coinafrique.com/categorie/terrains?page=71","6980 m2","1 800 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3779073_uploaded_image1_1657383436.jpg"
"1752987664-4064","https://sn.coinafrique.com/categorie/terrains","Terrain 500 m2 - Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-500-m2-onomo-3739377","71","https://sn.coinafrique.com/categorie/terrains?page=71","500 m2","250 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3739377_uploaded_image1_1655078896.jpg"
"1752987667-4065","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-3776319","71","https://sn.coinafrique.com/categorie/terrains?page=71","150","3 500 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_5357494_uploaded_image1_1748907574.jpg"
"1752987670-4066","https://sn.coinafrique.com/categorie/terrains","Terrain TF 567 m² - HLM 2","https://sn.coinafrique.com/annonce/terrains/terrain-tf-567-m-hlm-2-3740047","71","https://sn.coinafrique.com/categorie/terrains?page=71","567","350 000 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3740047_uploaded_image1_1655125133.jpg"
"1752987672-4067","https://sn.coinafrique.com/categorie/terrains","Terrain 191 m2 - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-191-m2-zac-mbao-3743980","71","https://sn.coinafrique.com/categorie/terrains?page=71","191","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3743980_uploaded_image1_1655309474.jpg"
"1752987675-4068","https://sn.coinafrique.com/categorie/terrains","Terrains","https://sn.coinafrique.com/annonce/terrains/terrains-3740558","71","https://sn.coinafrique.com/categorie/terrains?page=71","","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5391435_uploaded_image1_1750848015.jpg"
