web-scraper-order,web-scraper-start-url,container,container-href,page,page-href,superficie (m2),prix,adresse,image lien-src
"1752965963-1","https://sn.coinafrique.com/categorie/terrains","Vente Terrains 300m² - Sindia","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-sindia-2806884","119","https://sn.coinafrique.com/categorie/terrains?page=119","300","6 000 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2806884_uploaded_image1_1607020153.jpg"
"1752965965-2","https://sn.coinafrique.com/categorie/terrains","Vente terrains 225 m² - Thies","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m-thies-2807269","119","https://sn.coinafrique.com/categorie/terrains?page=119","225","350 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5090178_uploaded_image1_1734090542.jpg"
"1752965968-3","https://sn.coinafrique.com/categorie/terrains","Vente terrains 300 m² - Saly","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m-saly-2807272","119","https://sn.coinafrique.com/categorie/terrains?page=119","300","25 000 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_5413763_uploaded_image1_1752016312.jpg"
"1752965970-4","https://sn.coinafrique.com/categorie/terrains","Vente terrain 300 m² - Mbour Saly","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-saly-2807333","119","https://sn.coinafrique.com/categorie/terrains?page=119","300 m2","17 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5247336_uploaded_image1_1742773132.jpg"
"1752965973-5","https://sn.coinafrique.com/categorie/terrains","Vente Terrains 225 m²  - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m-mbour-2807585","119","https://sn.coinafrique.com/categorie/terrains?page=119","225","2 500 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4478506_uploaded_image1_1701339971.jpg"
"1752965975-6","https://sn.coinafrique.com/categorie/terrains","Vente terrain   - Niacourab","https://sn.coinafrique.com/annonce/terrains/vente-terrain-niacourab-2808263","119","https://sn.coinafrique.com/categorie/terrains?page=119","225 m2","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2808263_uploaded_image1_1607077751.jpg"
"1752965978-7","https://sn.coinafrique.com/categorie/terrains","Terrain - Niacorob","https://sn.coinafrique.com/annonce/terrains/terrain-niacorob-2808269","119","https://sn.coinafrique.com/categorie/terrains?page=119","300 m2","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2808269_uploaded_image1_1607077879.jpg"
"1752965980-8","https://sn.coinafrique.com/categorie/terrains","Terrains  8000 m²  - Mbour - mbodiène","https://sn.coinafrique.com/annonce/terrains/terrains-8000-m-mbour-mbodiene-2808383","119","https://sn.coinafrique.com/categorie/terrains?page=119","8000","9 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2808383_uploaded_image1_1607080387.jpg"
"1752965983-9","https://sn.coinafrique.com/categorie/terrains","Terrains 150 m²  - Tivaoune peulh","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-tivaoune-peulh-2808552","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","4 500 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3765584_uploaded_image1_1656636685.jpg"
"1752965985-10","https://sn.coinafrique.com/categorie/terrains","Terrains 150 m2 - Niacourab","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-niacourab-2808724","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","6 600 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3150608_uploaded_image1_1622724298.jpg"
"1752965988-11","https://sn.coinafrique.com/categorie/terrains","Terrain   -Sorokhassap","https://sn.coinafrique.com/annonce/terrains/terrain-sorokhassap-2809161","119","https://sn.coinafrique.com/categorie/terrains?page=119","","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4305404_uploaded_image1_1690126100.jpg"
"1752965990-12","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 5ha - Saly","https://sn.coinafrique.com/annonce/terrains/vente-terrain-5ha-saly-2809497","119","https://sn.coinafrique.com/categorie/terrains?page=119","50000 m2","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2809497_uploaded_image1_1607105178.jpg"
"1752965993-13","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 400m² - Nianing","https://sn.coinafrique.com/annonce/terrains/vente-terrain-400m-nianing-2809579","119","https://sn.coinafrique.com/categorie/terrains?page=119","400 m2","6 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2809579_uploaded_image1_1607107867.jpg"
"1752965995-14","https://sn.coinafrique.com/categorie/terrains","Vente Terrain Thies","https://sn.coinafrique.com/annonce/terrains/vente-terrain-thies-2809862","119","https://sn.coinafrique.com/categorie/terrains?page=119","225 m2","375 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5298554_uploaded_image1_1745607134.jpg"
"1752965998-15","https://sn.coinafrique.com/categorie/terrains","Vente Terrain - Mbodiène","https://sn.coinafrique.com/annonce/terrains/vente-terrain-mbodiene-2810135","119","https://sn.coinafrique.com/categorie/terrains?page=119","10000","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4160668_uploaded_image1_1680524982.jpg"
"1752966001-16","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 3900 m²  - Almadies","https://sn.coinafrique.com/annonce/terrains/vente-terrain-3900-m-almadies-2810141","119","https://sn.coinafrique.com/categorie/terrains?page=119","3900","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2810141_uploaded_image1_1607132745.jpg"
"1752966003-17","https://sn.coinafrique.com/categorie/terrains","Vente terrains 150 m² - Thies","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-thies-2810956","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5079066_uploaded_image1_1733482237.jpg"
"1752966006-18","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 620 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrain-620-m-mbour-2811076","119","https://sn.coinafrique.com/categorie/terrains?page=119","620","15 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812389_uploaded_image1_1607243898.jpg"
"1752966009-19","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 300 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-2811195","119","https://sn.coinafrique.com/categorie/terrains?page=119","300 m2","4 000 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_2811195_uploaded_image1_1607176627.jpg"
"1752966012-20","https://sn.coinafrique.com/categorie/terrains","Vente Terrains 50ha - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrains-50ha-mbour-2811384","119","https://sn.coinafrique.com/categorie/terrains?page=119","500000","30 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2811384_uploaded_image1_1607183428.jpg"
"1752966014-21","https://sn.coinafrique.com/categorie/terrains","Vente Terrains 150m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-keur-massar-2811688","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5349464_uploaded_image2_1748438026.jpeg"
"1752966017-22","https://sn.coinafrique.com/categorie/terrains","Recherche Terrain 1ha","https://sn.coinafrique.com/annonce/terrains/recherche-terrain-1ha-2811778","119","https://sn.coinafrique.com/categorie/terrains?page=119","10000 m2","500 000 CFA","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811778_uploaded_image1_1607197138.jpg"
"1752966019-23","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 620 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrain-620-m-mbour-2812389","119","https://sn.coinafrique.com/categorie/terrains?page=119","620","15 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812389_uploaded_image1_1607243898.jpg"
"1752966022-24","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 1ha - Mbodjéne Plage","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1ha-mbodjene-plage-2812688","119","https://sn.coinafrique.com/categorie/terrains?page=119","10000 m2","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812688_uploaded_image1_1607257000.jpg"
"1752966025-25","https://sn.coinafrique.com/categorie/terrains","Vente Terrain - Sicap Keur Massar","https://sn.coinafrique.com/annonce/terrains/vente-terrain-sicap-keur-massar-2812719","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","7 000 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2920729_uploaded_image1_1612021341.jpg"
"1752966027-26","https://sn.coinafrique.com/categorie/terrains","Vente Terrains 150m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-keur-massar-2813012","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","15 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5349464_uploaded_image2_1748438026.jpeg"
"1752966030-27","https://sn.coinafrique.com/categorie/terrains","Vente Terrains - Massamba Gueye","https://sn.coinafrique.com/annonce/terrains/vente-terrains-massamba-gueye-2813200","119","https://sn.coinafrique.com/categorie/terrains?page=119","","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813200_uploaded_image1_1607275104.jpg"
"1752966032-28","https://sn.coinafrique.com/categorie/terrains","Vente Terrain - Tiona","https://sn.coinafrique.com/annonce/terrains/vente-terrain-tiona-2813202","119","https://sn.coinafrique.com/categorie/terrains?page=119","","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813202_uploaded_image1_1607275203.jpg"
"1752966035-29","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 400m² Nianig","https://sn.coinafrique.com/annonce/terrains/vente-terrain-400m-nianig-2813205","119","https://sn.coinafrique.com/categorie/terrains?page=119","","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813205_uploaded_image1_1607275279.jpg"
"1752966037-30","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 4,5ha - Mbao","https://sn.coinafrique.com/annonce/terrains/vente-terrain-4-5ha-mbao-2813391","119","https://sn.coinafrique.com/categorie/terrains?page=119","45000 m2","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752966040-31","https://sn.coinafrique.com/categorie/terrains","Vente Terrain Bambilor","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-2813803","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","3 000 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4507937_uploaded_image1_1703100714.jpg"
"1752966043-32","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 1 ha - Rufisque","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1-ha-rufisque-2813821","119","https://sn.coinafrique.com/categorie/terrains?page=119","20000","160 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2813821_uploaded_image1_1607295934.jpg"
"1752966045-33","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 150m² Bambylor Gorom","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-bambylor-gorom-2813848","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","1 500 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813848_uploaded_image1_1607296480.jpg"
"1752966049-34","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 1080 m² - Point E","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1080-m-point-e-2813967","119","https://sn.coinafrique.com/categorie/terrains?page=119","1080","650 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813967_uploaded_image1_1607303798.jpg"
"1752966051-35","https://sn.coinafrique.com/categorie/terrains","Vente Terrains 375 m² - Dakar","https://sn.coinafrique.com/annonce/terrains/vente-terrains-375-m-dakar-2813975","119","https://sn.coinafrique.com/categorie/terrains?page=119","375","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2813975_uploaded_image1_1607305180.jpg"
"1752966054-36","https://sn.coinafrique.com/categorie/terrains","Terrains 620 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-620-m-mbour-2814312","119","https://sn.coinafrique.com/categorie/terrains?page=119","620","15 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2814312_uploaded_image1_1607331499.jpg"
"1752966057-37","https://sn.coinafrique.com/categorie/terrains","Terrain 200 m2 - Dakar","https://sn.coinafrique.com/annonce/terrains/terrain-200-m2-dakar-2814337","119","https://sn.coinafrique.com/categorie/terrains?page=119","200","80 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5268762_uploaded_image1_1743962849.jpg"
"1752966059-38","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m² - Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-ndiakhirate-2814715","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","13 000 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4094405_uploaded_image1_1676373698.jpg"
"1752966062-39","https://sn.coinafrique.com/categorie/terrains","Terrains 225  m² - Pout","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-pout-2814879","119","https://sn.coinafrique.com/categorie/terrains?page=119","225","1 500 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3458274_uploaded_image2_1638177982.jpeg"
"1752966064-40","https://sn.coinafrique.com/categorie/terrains","Terrain - Ndoukhra","https://sn.coinafrique.com/annonce/terrains/terrain-ndoukhra-2814969","119","https://sn.coinafrique.com/categorie/terrains?page=119","300 m2","5 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2814969_uploaded_image1_1607344165.jpg"
"1752966067-41","https://sn.coinafrique.com/categorie/terrains","Teerrain 150 m² - Sebikotane","https://sn.coinafrique.com/annonce/terrains/teerrain-150-m-sebikotane-2815114","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","1 700 000 CFA","Sebikotane, Sénégal","https://images.coinafrique.com/thumb_2815114_uploaded_image1_1607347356.jpg"
"1752966069-42","https://sn.coinafrique.com/categorie/terrains","Terrains - Foundiougne","https://sn.coinafrique.com/annonce/terrains/terrains-foundiougne-2815216","119","https://sn.coinafrique.com/categorie/terrains?page=119","400 m2","5 000 000 CFA","Fatick, Sénégal","https://images.coinafrique.com/thumb_4074751_uploaded_image1_1675268483.jpg"
"1752966072-43","https://sn.coinafrique.com/categorie/terrains","Terrains 150 m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-keur-massar-2815412","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","6 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5422835_uploaded_image1_1752506387.jpg"
"1752966074-44","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 900 m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/vente-terrain-900-m-lac-rose-2815999","119","https://sn.coinafrique.com/categorie/terrains?page=119","900 m2","40 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2815999_uploaded_image1_1607369358.jpg"
"1752966077-45","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 301 m² - Dakar Plateau","https://sn.coinafrique.com/annonce/terrains/vente-terrain-301-m-dakar-plateau-2816192","119","https://sn.coinafrique.com/categorie/terrains?page=119","300","300 000 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2816192_uploaded_image1_1607375515.jpg"
"1752966079-46","https://sn.coinafrique.com/categorie/terrains","Vente terrains 150 m² - Tivaouane Peulh Apix","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-tivaouane-peulh-apix-2816500","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","8 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5291028_uploaded_image1_1745229436.jpg"
"1752966082-47","https://sn.coinafrique.com/categorie/terrains","Vente Terrains - Keur Massar et Bambilor","https://sn.coinafrique.com/annonce/terrains/vente-terrains-keur-massar-et-bambilor-2816582","119","https://sn.coinafrique.com/categorie/terrains?page=119","4","16 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3198310_uploaded_image1_1625020310.jpg"
"1752966085-48","https://sn.coinafrique.com/categorie/terrains","Terrain - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-2816584","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","8 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5374567_uploaded_image1_1749920550.jpg"
"1752966087-49","https://sn.coinafrique.com/categorie/terrains","Terrains 7 ha   - Saly","https://sn.coinafrique.com/annonce/terrains/terrains-7-ha-saly-2816933","119","https://sn.coinafrique.com/categorie/terrains?page=119","70000","35 000 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_2816933_uploaded_image1_1607416847.jpg"
"1752966090-50","https://sn.coinafrique.com/categorie/terrains","Terrain 225 m2 - Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-mbao-2818253","119","https://sn.coinafrique.com/categorie/terrains?page=119","225","25 000 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4838442_uploaded_image1_1720713365.jpg"
"1752966092-51","https://sn.coinafrique.com/categorie/terrains","Terrains 150 m²  - Keur massar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-keur-massar-2819651","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","14 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5422835_uploaded_image1_1752506387.jpg"
"1752966095-52","https://sn.coinafrique.com/categorie/terrains","Vente terrain  - Keur massar extensions","https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massar-extensions-2819744","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","8 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3979714_uploaded_image1_1669372268.09.jpeg"
"1752966097-53","https://sn.coinafrique.com/categorie/terrains","Terrains 1200 m2 -  Pointe saréne","https://sn.coinafrique.com/annonce/terrains/terrains-1200-m2-pointe-sarene-2819884","119","https://sn.coinafrique.com/categorie/terrains?page=119","10000","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2819884_uploaded_image1_1607516646.jpg"
"1752966100-54","https://sn.coinafrique.com/categorie/terrains","Terrains - Sicap Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-sicap-keur-massar-2819930","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","7 000 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3173325_uploaded_image1_1623759127.jpg"
"1752966102-55","https://sn.coinafrique.com/categorie/terrains","Terrains 387 m²  - Dakar Plateau","https://sn.coinafrique.com/annonce/terrains/terrains-387-m-dakar-plateau-2820061","119","https://sn.coinafrique.com/categorie/terrains?page=119","387","690 000 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2820061_uploaded_image1_1607519160.jpg"
"1752966105-56","https://sn.coinafrique.com/categorie/terrains","Vente Terrains 150m² - Thies","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-thies-2820953","119","https://sn.coinafrique.com/categorie/terrains?page=119","","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2820953_uploaded_image1_1607542868.jpg"
"1752966107-57","https://sn.coinafrique.com/categorie/terrains","Vente Terrains - Dakar","https://sn.coinafrique.com/annonce/terrains/vente-terrains-dakar-2821005","119","https://sn.coinafrique.com/categorie/terrains?page=119","200 m2","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5391435_uploaded_image1_1750848015.jpg"
"1752966110-58","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 150 m² - Sicap Liberté","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-sicap-liberte-2821355","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","45 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3677611_uploaded_image1_1651495018.jpg"
"1752966113-59","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 208 m² - Sicap Liberté","https://sn.coinafrique.com/annonce/terrains/vente-terrain-208-m-sicap-liberte-2821367","119","https://sn.coinafrique.com/categorie/terrains?page=119","208","70 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2821367_uploaded_image1_1607560381.jpg"
"1752966115-60","https://sn.coinafrique.com/categorie/terrains","Terrain 120 m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-120-m-keur-massar-2821585","119","https://sn.coinafrique.com/categorie/terrains?page=119","120 m2","15 000 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2821585_uploaded_image1_1607585036.jpg"
"1752966118-61","https://sn.coinafrique.com/categorie/terrains","Terrains 225 m²  - Thies","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-thies-2822006","119","https://sn.coinafrique.com/categorie/terrains?page=119","225","2 500 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5387360_uploaded_image2_1750637207.jpeg"
"1752966121-62","https://sn.coinafrique.com/categorie/terrains","Terrains 700 m²  - Saly","https://sn.coinafrique.com/annonce/terrains/terrains-700-m-saly-2822185","119","https://sn.coinafrique.com/categorie/terrains?page=119","700","40 000 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_5284698_uploaded_image1_1744811916.jpg"
"1752966124-63","https://sn.coinafrique.com/categorie/terrains","Terrain 1 ha  - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-1-ha-sindia-2822301","119","https://sn.coinafrique.com/categorie/terrains?page=119","10260","50 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3492176_uploaded_image1_1640045007.jpg"
"1752966126-64","https://sn.coinafrique.com/categorie/terrains","Terrains 150 m2 - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-mbour-2822424","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","15 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5281667_uploaded_image1_1744655383.jpg"
"1752966129-65","https://sn.coinafrique.com/categorie/terrains","Vente terrains  - Kagnack","https://sn.coinafrique.com/annonce/terrains/vente-terrains-kagnack-2822498","119","https://sn.coinafrique.com/categorie/terrains?page=119","","1 500 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_2822498_uploaded_image1_1607606058.jpg"
"1752966132-66","https://sn.coinafrique.com/categorie/terrains","Terrains 225 m2  - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-mbao-2822987","119","https://sn.coinafrique.com/categorie/terrains?page=119","225","25 000 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4838442_uploaded_image1_1720713365.jpg"
"1752966134-67","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 200 m²  - Liberté 6 Extension","https://sn.coinafrique.com/annonce/terrains/vente-terrain-200-m-liberte-6-extension-2823774","119","https://sn.coinafrique.com/categorie/terrains?page=119","200 m2","85 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2823774_uploaded_image1_1607656699.jpg"
"1752966137-68","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 250m²  - Almadies","https://sn.coinafrique.com/annonce/terrains/vente-terrain-250m-almadies-2823780","119","https://sn.coinafrique.com/categorie/terrains?page=119","250 m2","80 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2823780_uploaded_image1_1607657195.jpg"
"1752966140-69","https://sn.coinafrique.com/categorie/terrains","Vente terrain  - Keur massar  extension","https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massar-extension-2824035","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","8 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3979714_uploaded_image1_1669372268.09.jpeg"
"1752966142-70","https://sn.coinafrique.com/categorie/terrains","Terrain - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-diamniadio-2824575","119","https://sn.coinafrique.com/categorie/terrains?page=119","150 m2","1 300 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5335779_uploaded_image1_1747673513.jpg"
"1752966145-71","https://sn.coinafrique.com/categorie/terrains","Terrains 600 m² - Saly- diambars","https://sn.coinafrique.com/annonce/terrains/terrains-600-m-saly-diambars-2824764","119","https://sn.coinafrique.com/categorie/terrains?page=119","600","52 000 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_3164316_uploaded_image1_1623320389.jpg"
"1752966147-72","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 300m2  - Nguekhokh","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300m2-nguekhokh-2825209","119","https://sn.coinafrique.com/categorie/terrains?page=119","300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3092311_uploaded_image1_1619970079.jpg"
"1752966150-73","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 350 m² - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/vente-terrain-350-m-zac-mbao-2825722","119","https://sn.coinafrique.com/categorie/terrains?page=119","350 m2","30 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2825722_uploaded_image1_1607732481.jpg"
"1752966152-74","https://sn.coinafrique.com/categorie/terrains","Vente Terrain","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2825895","119","https://sn.coinafrique.com/categorie/terrains?page=119","581 m2","160 000 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5391435_uploaded_image1_1750848015.jpg"
"1752966155-75","https://sn.coinafrique.com/categorie/terrains","Vente Terrain - Diamniadjo","https://sn.coinafrique.com/annonce/terrains/vente-terrain-diamniadjo-2827306","119","https://sn.coinafrique.com/categorie/terrains?page=119","","4 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2827306_uploaded_image1_1607804451.jpg"
"1752966157-76","https://sn.coinafrique.com/categorie/terrains","Vente Terrains 150 m² - Tivaoune Peulh","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-tivaoune-peulh-2828193","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","4 500 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_2879243_uploaded_image1_1610182089.jpg"
"1752966160-77","https://sn.coinafrique.com/categorie/terrains","Vente Terrain pieds dans l'eau - Cayar","https://sn.coinafrique.com/annonce/terrains/vente-terrain-pieds-dans-leau-cayar-2828647","119","https://sn.coinafrique.com/categorie/terrains?page=119","375 m2","8 000 000 CFA","Thies, Sénégal",""
"1752966163-78","https://sn.coinafrique.com/categorie/terrains","Vente Terrain nu 350m² - Saly Douté","https://sn.coinafrique.com/annonce/terrains/vente-terrain-nu-350m-saly-doute-2828699","119","https://sn.coinafrique.com/categorie/terrains?page=119","350 m2","4 500 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2828699_uploaded_image1_1607884255.jpg"
"1752966165-79","https://sn.coinafrique.com/categorie/terrains","Vente Terrain 150m²  - Kounoune","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-kounoune-2828703","119","https://sn.coinafrique.com/categorie/terrains?page=119","150","5 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5424023_uploaded_image1_1752576210.jpg"
